Vernier Format 2
Unbenannt.cmbl 05.07.2024 13:17:23 ,
Aktuell
Zeit	Kraft	Winkel	distance
11,12	-0,728232118341	3,75245789179	-4,71414308014
11,14	-0,728232118341	3,75245789179	-4,71414308014
11,16	-0,72149355227	3,75245789179	-4,71414308014
11,18	-0,728232118341	3,75245789179	-4,71414308014
11,2	-0,72149355227	3,75245789179	-4,71414308014
11,22	-0,734970684413	3,75245789179	-4,71414308014
11,24	-0,72149355227	3,75245789179	-4,71414308014
11,26	-0,728232118341	3,75245789179	-4,71414308014
11,28	-0,728232118341	3,75245789179	-4,71414308014
11,3	-0,728232118341	3,75245789179	-4,71414308014
11,32	-0,72149355227	3,75245789179	-4,71414308014
11,34	-0,734970684413	3,75245789179	-4,71414308014
11,36	-0,728232118341	3,75245789179	-4,71414308014
11,38	-0,728232118341	3,75245789179	-4,71414308014
11,4	-0,734970684413	3,76991118431	-4,73606932702
11,42	-0,734970684413	3,76991118431	-4,73606932702
11,44	-0,734970684413	3,76991118431	-4,73606932702
11,46	-0,734970684413	3,76991118431	-4,73606932702
11,48	-0,728232118341	3,76991118431	-4,73606932702
11,5	-0,728232118341	3,76991118431	-4,73606932702
11,52	-0,734970684413	3,76991118431	-4,73606932702
11,54	-0,728232118341	3,76991118431	-4,73606932702
11,56	-0,734970684413	3,76991118431	-4,73606932702
11,58	-0,734970684413	3,76991118431	-4,73606932702
11,6	-0,741709250484	3,76991118431	-4,73606932702
11,62	-0,728232118341	3,76991118431	-4,73606932702
11,64	-0,734970684413	3,76991118431	-4,73606932702
11,66	-0,734970684413	3,76991118431	-4,73606932702
11,68	-0,734970684413	3,76991118431	-4,73606932702
11,7	-0,741709250484	3,76991118431	-4,73606932702
11,72	-0,728232118341	3,76991118431	-4,73606932702
11,74	-0,728232118341	3,76991118431	-4,73606932702
11,76	-0,728232118341	3,76991118431	-4,73606932702
11,78	-0,734970684413	3,76991118431	-4,73606932702
11,8	-0,734970684413	3,76991118431	-4,73606932702
11,82	-0,728232118341	3,76991118431	-4,73606932702
11,84	-0,728232118341	3,76991118431	-4,73606932702
11,86	-0,728232118341	3,76991118431	-4,73606932702
11,88	-0,728232118341	3,76991118431	-4,73606932702
11,9	-0,741709250484	3,76991118431	-4,73606932702
11,92	-0,728232118341	3,76991118431	-4,73606932702
11,94	-0,734970684413	3,76991118431	-4,73606932702
11,96	-0,734970684413	3,76991118431	-4,73606932702
11,98	-0,728232118341	3,76991118431	-4,73606932702
12	-0,748447816556	3,76991118431	-4,73606932702
12,02	-0,728232118341	3,76991118431	-4,73606932702
12,04	-0,734970684413	3,76991118431	-4,73606932702
12,06	-0,741709250484	3,76991118431	-4,73606932702
12,08	-0,741709250484	3,76991118431	-4,73606932702
12,1	-0,741709250484	3,76991118431	-4,73606932702
12,12	-0,734970684413	3,76991118431	-4,73606932702
12,14	-0,741709250484	3,76991118431	-4,73606932702
12,16	-0,734970684413	3,76991118431	-4,73606932702
12,18	-0,741709250484	3,76991118431	-4,73606932702
12,2	-0,748447816556	3,76991118431	-4,73606932702
12,22	-0,734970684413	3,76991118431	-4,73606932702
12,24	-0,741709250484	3,76991118431	-4,73606932702
12,26	-0,748447816556	3,76991118431	-4,73606932702
12,28	-0,741709250484	3,76991118431	-4,73606932702
12,3	-0,741709250484	3,76991118431	-4,73606932702
12,32	-0,748447816556	3,76991118431	-4,73606932702
12,34	-0,761924948698	3,76991118431	-4,73606932702
12,36	-0,775402080841	3,78736447683	-4,7579955739
12,38	-0,775402080841	3,78736447683	-4,7579955739
12,4	-0,782140646913	3,78736447683	-4,7579955739
12,42	-0,782140646913	3,78736447683	-4,7579955739
12,44	-0,775402080841	3,78736447683	-4,7579955739
12,46	-0,782140646913	3,78736447683	-4,7579955739
12,48	-0,788879212984	3,80481776935	-4,77992182079
12,5	-0,795617779056	3,80481776935	-4,77992182079
12,52	-0,809094911198	3,80481776935	-4,77992182079
12,54	-0,809094911198	3,82227106187	-4,80184806767
12,56	-0,802356345127	3,82227106187	-4,80184806767
12,58	-0,822572043341	3,82227106187	-4,80184806767
12,6	-0,829310609413	3,82227106187	-4,80184806767
12,62	-0,829310609413	3,83972435439	-4,82377431456
12,64	-0,849526307627	3,83972435439	-4,82377431456
12,66	-0,869742005841	3,83972435439	-4,82377431456
12,68	-0,876480571913	3,85717764691	-4,84570056144
12,7	-0,876480571913	3,85717764691	-4,84570056144
12,72	-0,883219137984	3,85717764691	-4,84570056144
12,74	-0,889957704055	3,85717764691	-4,84570056144
12,76	-0,896696270127	3,87463093943	-4,86762680833
12,78	-0,896696270127	3,87463093943	-4,86762680833
12,8	-0,91017340227	3,87463093943	-4,86762680833
12,82	-0,91017340227	3,87463093943	-4,86762680833
12,84	-0,916911968341	3,87463093943	-4,86762680833
12,86	-0,923650534412	3,87463093943	-4,86762680833
12,88	-0,923650534412	3,89208423195	-4,88955305521
12,9	-0,943866232627	3,89208423195	-4,88955305521
12,92	-0,937127666555	3,89208423195	-4,88955305521
12,94	-0,943866232627	3,89208423195	-4,88955305521
12,96	-0,943866232627	3,89208423195	-4,88955305521
12,98	-0,950604798698	3,89208423195	-4,88955305521
13	-0,950604798698	3,90953752447	-4,91147930209
13,02	-0,964081930841	3,90953752447	-4,91147930209
13,04	-0,977559062984	3,90953752447	-4,91147930209
13,06	-0,970820496912	3,90953752447	-4,91147930209
13,08	-0,984297629055	3,90953752447	-4,91147930209
13,1	-0,984297629055	3,92699081699	-4,93340554898
13,12	-0,984297629055	3,92699081699	-4,93340554898
13,14	-0,997774761198	3,92699081699	-4,93340554898
13,16	-0,991036195127	3,92699081699	-4,93340554898
13,18	-1,00451332727	3,92699081699	-4,93340554898
13,2	-0,997774761198	3,92699081699	-4,93340554898
13,22	-0,997774761198	3,92699081699	-4,93340554898
13,24	-0,997774761198	3,92699081699	-4,93340554898
13,26	-1,00451332727	3,92699081699	-4,93340554898
13,28	-1,01125189334	3,92699081699	-4,93340554898
13,3	-1,03146759156	3,94444410951	-4,95533179586
13,32	-1,03820615763	3,94444410951	-4,95533179586
13,34	-1,0449447237	3,94444410951	-4,95533179586
13,36	-1,0449447237	3,94444410951	-4,95533179586
13,38	-1,0449447237	3,96189740203	-4,97725804275
13,4	-1,06516042191	3,96189740203	-4,97725804275
13,42	-1,0921146862	3,96189740203	-4,97725804275
13,44	-1,0921146862	3,96189740203	-4,97725804275
13,46	-1,10559181834	3,97935069455	-4,99918428963
13,48	-1,09885325227	3,97935069455	-4,99918428963
13,5	-1,11906895048	3,97935069455	-4,99918428963
13,52	-1,11906895048	3,97935069455	-4,99918428963
13,54	-1,10559181834	3,97935069455	-4,99918428963
13,56	-1,12580751655	3,97935069455	-4,99918428963
13,58	-1,11233038441	3,97935069455	-4,99918428963
13,6	-1,12580751655	3,97935069455	-4,99918428963
13,62	-1,13254608263	3,99680398707	-5,02111053652
13,64	-1,11906895048	3,99680398707	-5,02111053652
13,66	-1,1392846487	3,99680398707	-5,02111053652
13,68	-1,13254608263	3,99680398707	-5,02111053652
13,7	-1,14602321477	3,99680398707	-5,02111053652
13,72	-1,14602321477	3,99680398707	-5,02111053652
13,74	-1,13254608263	3,99680398707	-5,02111053652
13,76	-1,1392846487	3,99680398707	-5,02111053652
13,78	-1,14602321477	3,99680398707	-5,02111053652
13,8	-1,13254608263	3,99680398707	-5,02111053652
13,82	-1,13254608263	3,99680398707	-5,02111053652
13,84	-1,13254608263	3,99680398707	-5,02111053652
13,86	-1,1392846487	3,99680398707	-5,02111053652
13,88	-1,13254608263	3,99680398707	-5,02111053652
13,9	-1,15276178084	3,99680398707	-5,02111053652
13,92	-1,17297747905	3,99680398707	-5,02111053652
13,94	-1,16623891298	3,99680398707	-5,02111053652
13,96	-1,16623891298	3,99680398707	-5,02111053652
13,98	-1,17297747905	3,99680398707	-5,02111053652
14	-1,15950034691	4,01425727959	-5,0430367834
14,02	-1,17297747905	4,01425727959	-5,0430367834
14,04	-1,17297747905	4,01425727959	-5,0430367834
14,06	-1,16623891298	4,01425727959	-5,0430367834
14,08	-1,17297747905	4,01425727959	-5,0430367834
14,1	-1,17297747905	4,01425727959	-5,0430367834
14,12	-1,16623891298	4,01425727959	-5,0430367834
14,14	-1,17297747905	4,01425727959	-5,0430367834
14,16	-1,16623891298	4,01425727959	-5,0430367834
14,18	-1,17297747905	4,01425727959	-5,0430367834
14,2	-1,1864546112	4,01425727959	-5,0430367834
14,22	-1,17971604513	4,01425727959	-5,0430367834
14,24	-1,17971604513	4,01425727959	-5,0430367834
14,26	-1,1864546112	4,01425727959	-5,0430367834
14,28	-1,17971604513	4,01425727959	-5,0430367834
14,3	-1,17971604513	4,01425727959	-5,0430367834
14,32	-1,16623891298	4,01425727959	-5,0430367834
14,34	-1,1864546112	4,01425727959	-5,0430367834
14,36	-1,16623891298	4,01425727959	-5,0430367834
14,38	-1,19319317727	4,01425727959	-5,0430367834
14,4	-1,17971604513	4,01425727959	-5,0430367834
14,42	-1,1864546112	4,01425727959	-5,0430367834
14,44	-1,17971604513	4,01425727959	-5,0430367834
14,46	-1,17971604513	4,01425727959	-5,0430367834
14,48	-1,1864546112	4,01425727959	-5,0430367834
14,5	-1,17971604513	4,01425727959	-5,0430367834
14,52	-1,21340887548	4,01425727959	-5,0430367834
14,54	-1,20667030941	4,03171057211	-5,06496303029
14,56	-1,21340887548	4,03171057211	-5,06496303029
14,58	-1,22014744155	4,03171057211	-5,06496303029
14,6	-1,22014744155	4,03171057211	-5,06496303029
14,62	-1,21340887548	4,03171057211	-5,06496303029
14,64	-1,22014744155	4,03171057211	-5,06496303029
14,66	-1,22014744155	4,03171057211	-5,06496303029
14,68	-1,2336245737	4,03171057211	-5,06496303029
14,7	-1,22014744155	4,03171057211	-5,06496303029
14,72	-1,22014744155	4,03171057211	-5,06496303029
14,74	-1,22688600763	4,03171057211	-5,06496303029
14,76	-1,22014744155	4,03171057211	-5,06496303029
14,78	-1,21340887548	4,03171057211	-5,06496303029
14,8	-1,22014744155	4,03171057211	-5,06496303029
14,82	-1,20667030941	4,03171057211	-5,06496303029
14,84	-1,21340887548	4,03171057211	-5,06496303029
14,86	-1,21340887548	4,03171057211	-5,06496303029
14,88	-1,19993174334	4,03171057211	-5,06496303029
14,9	-1,22014744155	4,03171057211	-5,06496303029
14,92	-1,20667030941	4,03171057211	-5,06496303029
14,94	-1,19993174334	4,03171057211	-5,06496303029
14,96	-1,20667030941	4,03171057211	-5,06496303029
14,98	-1,19319317727	4,03171057211	-5,06496303029
15	-1,19319317727	4,03171057211	-5,06496303029
15,02	-1,19319317727	4,03171057211	-5,06496303029
15,04	-1,19319317727	4,01425727959	-5,0430367834
15,06	-1,17971604513	4,01425727959	-5,0430367834
15,08	-1,17971604513	4,01425727959	-5,0430367834
15,1	-1,16623891298	4,01425727959	-5,0430367834
15,12	-1,13254608263	3,99680398707	-5,02111053652
15,14	-1,0921146862	3,97935069455	-4,99918428963
15,16	-1,0449447237	3,96189740203	-4,97725804275
15,18	-0,997774761198	3,94444410951	-4,95533179586
15,2	-0,943866232627	3,90953752447	-4,91147930209
15,22	-0,876480571913	3,87463093943	-4,86762680833
15,24	-0,829310609413	3,82227106187	-4,80184806767
15,26	-0,748447816556	3,78736447683	-4,7579955739
15,28	-0,687800721913	3,73500459927	-4,69221683325
15,3	-0,640630759413	3,68264472171	-4,6264380926
15,32	-0,57998366477	3,64773813667	-4,58258559883
15,34	-0,553029400485	3,61283155163	-4,53873310506
15,36	-0,505859437985	3,56047167407	-4,47295436441
15,38	-0,451950909413	3,50811179651	-4,40717562375
15,4	-0,431735211199	3,45575191895	-4,3413968831
15,42	-0,391303814771	3,42084533391	-4,29754438933
15,44	-0,350872418342	3,35103216383	-4,2098394018
15,46	-0,323918154057	3,29867228627	-4,14406066114
15,48	-0,303702455842	3,24631240871	-4,07828192049
15,5	-0,270009625485	3,17649923863	-3,99057693295
15,52	-0,256532493342	3,14159265359	-3,94672443918
15,54	-0,229578229057	3,08923277603	-3,88094569853
15,56	-0,216101096914	3,03687289847	-3,81516695788
15,58	-0,202623964771	3,00196631343	-3,77131446411
15,6	-0,1958853987	2,94960643587	-3,70553572346
15,62	-0,175669700486	2,91469985083	-3,66168322969
15,64	-0,182408266557	2,86233997327	-3,59590448903
15,66	-0,1487154362	2,80998009571	-3,53012574838
15,68	-0,1487154362	2,74016692563	-3,44242076084
15,7	-0,128499737986	2,68780704807	-3,37664202019
15,72	-0,121761171914	2,65290046303	-3,33278952642
15,74	-0,108284039771	2,60054058547	-3,26701078577
15,76	-0,0948069076285	2,54818070791	-3,20123204512
15,78	-0,1015454737	2,49582083035	-3,13545330446
15,8	-0,0880683415571	2,46091424531	-3,09160081069
15,82	-0,0880683415571	2,44346095279	-3,06967456381
15,84	-0,0813297754857	2,42600766027	-3,04774831692
15,86	-0,0880683415571	2,39110107523	-3,00389582316
15,88	-0,0678526433429	2,37364778271	-2,98196957627
15,9	-0,0745912094143	2,32128790515	-2,91619083562
15,92	-0,0678526433429	2,28638132011	-2,87233834185
15,94	-0,0611140772715	2,23402144255	-2,8065596012
15,96	-0,0678526433429	2,19911485751	-2,76270710743
15,98	-0,0611140772715	2,18166156499	-2,74078086054
16	-0,0543755112001	2,14675497995	-2,69692836678
16,02	-0,0543755112001	2,09439510239	-2,63114962612
16,04	-0,0611140772715	2,04203522483	-2,56537088547
16,06	-0,0476369451286	1,98967534727	-2,49959214482
16,08	-0,0476369451286	1,95476876223	-2,45573965105
16,1	-0,0408983790572	1,93731546971	-2,43381340416
16,12	-0,0408983790572	1,90240888467	-2,38996091039
16,14	-0,0408983790572	1,88495559215	-2,36803466351
16,16	-0,0341598129858	1,85004900711	-2,32418216974
16,18	-0,0341598129858	1,83259571459	-2,30225592286
16,2	-0,0408983790572	1,79768912955	-2,25840342909
16,22	-0,0274212469144	1,74532925199	-2,19262468844
16,24	-0,0341598129858	1,69296937443	-2,12684594778
16,26	-0,0341598129858	1,65806278939	-2,08299345401
16,28	-0,0274212469144	1,62315620435	-2,03914096024
16,3	-0,0341598129858	1,58824961931	-1,99528846648
16,32	-0,0408983790572	1,57079632679	-1,97336221959
16,34	-0,0274212469144	1,53588974176	-1,92950972582
16,36	-0,0274212469144	1,51843644924	-1,90758347894
16,38	-0,0274212469144	1,4835298642	-1,86373098517
16,4	-0,0274212469144	1,44862327916	-1,8198784914
16,42	-0,0274212469144	1,43116998664	-1,79795224452
16,44	-0,0274212469144	1,41371669412	-1,77602599763
16,46	-0,020682680843	1,3962634016	-1,75409975075
16,48	-0,0274212469144	1,3962634016	-1,75409975075
16,5	-0,020682680843	1,37881010908	-1,73217350386
16,52	-0,020682680843	1,37881010908	-1,73217350386
16,54	-0,020682680843	1,36135681656	-1,71024725698
16,56	-0,0274212469144	1,36135681656	-1,71024725698
16,58	-0,0274212469144	1,36135681656	-1,71024725698
16,6	-0,020682680843	1,34390352404	-1,6883210101
16,62	-0,020682680843	1,34390352404	-1,6883210101
16,64	-0,0274212469144	1,34390352404	-1,6883210101
16,66	-0,0139441147716	1,32645023152	-1,66639476321
16,68	-0,0274212469144	1,32645023152	-1,66639476321
16,7	-0,0139441147716	1,308996939	-1,64446851633
16,72	-0,00720554870016	1,29154364648	-1,62254226944
16,74	-0,0139441147716	1,25663706144	-1,57868977567
16,76	-0,00720554870016	1,2217304764	-1,5348372819
16,78	-0,020682680843	1,16937059884	-1,46905854125
16,8	-0,0139441147716	1,15191730632	-1,44713229437
16,82	-0,020682680843	1,1344640138	-1,42520604748
16,84	-0,020682680843	1,1344640138	-1,42520604748
16,86	-0,0139441147716	1,1344640138	-1,42520604748
16,88	-0,020682680843	1,1344640138	-1,42520604748
16,9	-0,00720554870016	1,1344640138	-1,42520604748
16,92	-0,00720554870016	1,11701072128	-1,4032798006
16,94	-0,00720554870016	1,11701072128	-1,4032798006
16,96	-0,020682680843	1,11701072128	-1,4032798006
16,98	-0,0274212469144	1,11701072128	-1,4032798006
17	-0,0139441147716	1,11701072128	-1,4032798006
17,02	-0,0274212469144	1,11701072128	-1,4032798006
17,04	-0,00720554870016	1,11701072128	-1,4032798006
17,06	-0,020682680843	1,11701072128	-1,4032798006
17,08	-0,020682680843	1,11701072128	-1,4032798006
17,1	-0,020682680843	1,09955742876	-1,38135355371
17,12	-0,0139441147716	1,09955742876	-1,38135355371
17,14	-0,0139441147716	1,09955742876	-1,38135355371
17,16	-0,020682680843	1,09955742876	-1,38135355371
17,18	-0,020682680843	1,08210413624	-1,35942730683
17,2	-0,0139441147716	1,08210413624	-1,35942730683
17,22	-0,00720554870016	1,08210413624	-1,35942730683
17,24	-0,020682680843	1,06465084372	-1,33750105995
17,26	-0,020682680843	1,06465084372	-1,33750105995
17,28	-0,0274212469144	1,06465084372	-1,33750105995
17,3	-0,020682680843	1,0471975512	-1,31557481306
17,32	-0,00720554870016	1,02974425868	-1,29364856618
17,34	-0,0139441147716	1,01229096616	-1,27172231929
17,36	-0,020682680843	0,994837673637	-1,24979607241
17,38	-0,020682680843	0,959931088597	-1,20594357864
17,4	-0,0139441147716	0,925024503557	-1,16209108487
17,42	-0,0139441147716	0,907571211037	-1,14016483799
17,44	-0,00720554870016	0,907571211037	-1,14016483799
17,46	-0,00720554870016	0,907571211037	-1,14016483799
17,48	-0,0139441147716	0,907571211037	-1,14016483799
17,5	-0,000466982628748	0,907571211037	-1,14016483799
17,52	-0,00720554870016	0,907571211037	-1,14016483799
17,54	-0,020682680843	0,907571211037	-1,14016483799
17,56	-0,020682680843	0,907571211037	-1,14016483799
17,58	-0,0139441147716	0,907571211037	-1,14016483799
17,6	-0,0139441147716	0,907571211037	-1,14016483799
17,62	-0,0274212469144	0,907571211037	-1,14016483799
17,64	-0,020682680843	0,907571211037	-1,14016483799
17,66	-0,0139441147716	0,907571211037	-1,14016483799
17,68	-0,000466982628748	0,907571211037	-1,14016483799
17,7	-0,0139441147716	0,907571211037	-1,14016483799
17,72	-0,0139441147716	0,907571211037	-1,14016483799
17,74	-0,0139441147716	0,907571211037	-1,14016483799
17,76	-0,0139441147716	0,907571211037	-1,14016483799
17,78	-0,0139441147716	0,907571211037	-1,14016483799
17,8	-0,0139441147716	0,907571211037	-1,14016483799
17,82	-0,0139441147716	0,907571211037	-1,14016483799
17,84	-0,0139441147716	0,907571211037	-1,14016483799
17,86	-0,020682680843	0,907571211037	-1,14016483799
17,88	-0,020682680843	0,907571211037	-1,14016483799
17,9	-0,0139441147716	0,907571211037	-1,14016483799
17,92	-0,0139441147716	0,907571211037	-1,14016483799
17,94	-0,020682680843	0,907571211037	-1,14016483799
17,96	-0,0139441147716	0,907571211037	-1,14016483799
17,98	-0,0139441147716	0,907571211037	-1,14016483799
18	-0,0139441147716	0,907571211037	-1,14016483799
18,02	-0,0139441147716	0,907571211037	-1,14016483799
18,04	-0,00720554870016	0,907571211037	-1,14016483799
18,06	-0,00720554870016	0,890117918517	-1,1182385911
18,08	-0,020682680843	0,890117918517	-1,1182385911
18,1	-0,0139441147716	0,890117918517	-1,1182385911
18,12	-0,0139441147716	0,890117918517	-1,1182385911
18,14	-0,0139441147716	0,890117918517	-1,1182385911
18,16	-0,020682680843	0,890117918517	-1,1182385911
18,18	-0,0139441147716	0,890117918517	-1,1182385911
18,2	-0,020682680843	0,872664625997	-1,09631234422
18,22	-0,00720554870016	0,872664625997	-1,09631234422
18,24	-0,00720554870016	0,872664625997	-1,09631234422
18,26	-0,00720554870016	0,855211333477	-1,07438609733
18,28	-0,00720554870016	0,855211333477	-1,07438609733
18,3	-0,000466982628748	0,855211333477	-1,07438609733
18,32	-0,0139441147716	0,837758040957	-1,05245985045
18,34	-0,0139441147716	0,837758040957	-1,05245985045
18,36	-0,0139441147716	0,837758040957	-1,05245985045
18,38	-0,0139441147716	0,820304748437	-1,03053360356
18,4	-0,0139441147716	0,820304748437	-1,03053360356
18,42	-0,0139441147716	0,802851455917	-1,00860735668
18,44	-0,00720554870016	0,802851455917	-1,00860735668
18,46	-0,00720554870016	0,785398163397	-0,986681109796
18,48	-0,00720554870016	0,767944870878	-0,964754862911
18,5	0,00627158344267	0,750491578358	-0,942828616027
18,52	-0,0139441147716	0,733038285838	-0,920902369143
18,54	-0,000466982628748	0,715584993318	-0,898976122258
18,56	-0,00720554870016	0,663225115758	-0,833197381605
18,58	-0,00720554870016	0,645771823238	-0,811271134721
18,6	-0,00720554870016	0,645771823238	-0,811271134721
18,62	-0,00720554870016	0,645771823238	-0,811271134721
18,64	-0,00720554870016	0,645771823238	-0,811271134721
18,66	-0,0139441147716	0,645771823238	-0,811271134721
18,68	-0,00720554870016	0,645771823238	-0,811271134721
18,7	-0,0139441147716	0,645771823238	-0,811271134721
18,72	-0,0139441147716	0,645771823238	-0,811271134721
18,74	-0,00720554870016	0,645771823238	-0,811271134721
18,76	-0,00720554870016	0,645771823238	-0,811271134721
18,78	-0,00720554870016	0,645771823238	-0,811271134721
18,8	-0,00720554870016	0,645771823238	-0,811271134721
18,82	-0,000466982628748	0,645771823238	-0,811271134721
18,84	-0,00720554870016	0,645771823238	-0,811271134721
18,86	-0,00720554870016	0,645771823238	-0,811271134721
18,88	-0,00720554870016	0,645771823238	-0,811271134721
18,9	-0,00720554870016	0,645771823238	-0,811271134721
18,92	-0,0139441147716	0,645771823238	-0,811271134721
18,94	-0,0139441147716	0,645771823238	-0,811271134721
18,96	-0,0139441147716	0,645771823238	-0,811271134721
18,98	-0,0274212469144	0,645771823238	-0,811271134721
19	-0,00720554870016	0,645771823238	-0,811271134721
19,02	-0,0139441147716	0,645771823238	-0,811271134721
19,04	-0,00720554870016	0,645771823238	-0,811271134721
19,06	-0,00720554870016	0,645771823238	-0,811271134721
19,08	-0,00720554870016	0,645771823238	-0,811271134721
19,1	-0,0139441147716	0,645771823238	-0,811271134721
19,12	-0,00720554870016	0,645771823238	-0,811271134721
19,14	-0,000466982628748	0,645771823238	-0,811271134721
19,16	-0,00720554870016	0,645771823238	-0,811271134721
19,18	-0,000466982628748	0,645771823238	-0,811271134721
19,2	-0,0139441147716	0,645771823238	-0,811271134721
19,22	-0,00720554870016	0,645771823238	-0,811271134721
19,24	-0,0139441147716	0,645771823238	-0,811271134721
19,26	-0,00720554870016	0,645771823238	-0,811271134721
19,28	-0,000466982628748	0,645771823238	-0,811271134721
19,3	-0,000466982628748	0,645771823238	-0,811271134721
19,32	-0,000466982628748	0,645771823238	-0,811271134721
19,34	-0,00720554870016	0,645771823238	-0,811271134721
19,36	-0,0139441147716	0,645771823238	-0,811271134721
19,38	-0,020682680843	0,645771823238	-0,811271134721
19,4	-0,00720554870016	0,645771823238	-0,811271134721
19,42	-0,00720554870016	0,645771823238	-0,811271134721
19,44	-0,0139441147716	0,645771823238	-0,811271134721
19,46	-0,00720554870016	0,645771823238	-0,811271134721
19,48	-0,020682680843	0,645771823238	-0,811271134721
19,5	-0,020682680843	0,645771823238	-0,811271134721
19,52	-0,0139441147716	0,645771823238	-0,811271134721
19,54	-0,000466982628748	0,645771823238	-0,811271134721
19,56	-0,0139441147716	0,645771823238	-0,811271134721
19,58	-0,00720554870016	0,645771823238	-0,811271134721
19,6	-0,000466982628748	0,645771823238	-0,811271134721
19,62	-0,00720554870016	0,645771823238	-0,811271134721
19,64	-0,000466982628748	0,628318530718	-0,789344887837
19,66	-0,000466982628748	0,610865238198	-0,767418640952
19,68	-0,00720554870016	0,610865238198	-0,767418640952
19,7	-0,000466982628748	0,593411945678	-0,745492394068
19,72	-0,0139441147716	0,575958653158	-0,723566147184
19,74	-0,00720554870016	0,558505360638	-0,701639900299
19,76	-0,000466982628748	0,523598775598	-0,657787406531
19,78	-0,000466982628748	0,488692190558	-0,613934912762
19,8	0,00627158344267	0,418879020479	-0,526229925224
19,82	-0,0139441147716	0,366519142919	-0,460451184571
19,84	-0,000466982628748	0,349065850399	-0,438524937687
19,86	-0,000466982628748	0,314159265359	-0,394672443918
19,88	-0,00720554870016	0,314159265359	-0,394672443918
19,9	-0,00720554870016	0,314159265359	-0,394672443918
19,92	-0,00720554870016	0,296705972839	-0,372746197034
19,94	-0,000466982628748	0,296705972839	-0,372746197034
19,96	-0,00720554870016	0,296705972839	-0,372746197034
19,98	-0,000466982628748	0,296705972839	-0,372746197034
20	-0,00720554870016	0,296705972839	-0,372746197034
20,02	-0,00720554870016	0,296705972839	-0,372746197034
20,04	0,00627158344267	0,279252680319	-0,35081995015
20,06	0,00627158344267	0,279252680319	-0,35081995015
20,08	-0,000466982628748	0,279252680319	-0,35081995015
20,1	-0,000466982628748	0,261799387799	-0,328893703265
20,12	0,00627158344267	0,261799387799	-0,328893703265
20,14	-0,000466982628748	0,244346095279	-0,306967456381
20,16	-0,000466982628748	0,226892802759	-0,285041209497
20,18	-0,00720554870016	0,209439510239	-0,263114962612
20,2	-0,000466982628748	0,191986217719	-0,241188715728
20,22	-0,000466982628748	0,13962634016	-0,175409975075
20,24	0,00627158344267	0,12217304764	-0,15348372819
20,26	0,00627158344267	0,10471975512	-0,131557481306
20,28	-0,000466982628748	0,10471975512	-0,131557481306
20,3	-0,00720554870016	0,10471975512	-0,131557481306
20,32	-0,0139441147716	0,10471975512	-0,131557481306
20,34	-0,00720554870016	0,10471975512	-0,131557481306
20,36	-0,000466982628748	0,10471975512	-0,131557481306
20,38	-0,00720554870016	0,10471975512	-0,131557481306
20,4	-0,000466982628748	0,10471975512	-0,131557481306
20,42	-0,0139441147716	0,10471975512	-0,131557481306
20,44	-0,000466982628748	0,10471975512	-0,131557481306
20,46	-0,000466982628748	0,10471975512	-0,131557481306
20,48	-0,000466982628748	0,10471975512	-0,131557481306
20,5	0,00627158344267	0,10471975512	-0,131557481306
20,52	0,00627158344267	0,10471975512	-0,131557481306
20,54	-0,000466982628748	0,10471975512	-0,131557481306
20,56	-0,000466982628748	0,10471975512	-0,131557481306
20,58	-0,00720554870016	0,10471975512	-0,131557481306
20,6	-0,000466982628748	0,10471975512	-0,131557481306
20,62	-0,0139441147716	0,10471975512	-0,131557481306
20,64	-0,00720554870016	0,10471975512	-0,131557481306
20,66	0,00627158344267	0,10471975512	-0,131557481306
20,68	-0,000466982628748	0,10471975512	-0,131557481306
20,7	-0,00720554870016	0,10471975512	-0,131557481306
20,72	0,00627158344267	0,10471975512	-0,131557481306
20,74	-0,00720554870016	0,10471975512	-0,131557481306
20,76	-0,00720554870016	0,10471975512	-0,131557481306
20,78	-0,000466982628748	0,10471975512	-0,131557481306
20,8	0,00627158344267	0,10471975512	-0,131557481306
20,82	-0,000466982628748	0,10471975512	-0,131557481306
20,84	-0,000466982628748	0,10471975512	-0,131557481306
20,86	-0,00720554870016	0,10471975512	-0,131557481306
20,88	-0,000466982628748	0,10471975512	-0,131557481306
20,9	-0,000466982628748	0,0872664625997	-0,109631234422
20,92	-0,000466982628748	0,0872664625997	-0,109631234422
20,94	0,00627158344267	0,0698131700798	-0,0877049875374
20,96	-0,00720554870016	0,0698131700798	-0,0877049875374
20,98	-0,0139441147716	0,0523598775598	-0,0657787406531
21	-0,0139441147716	0,0523598775598	-0,0657787406531
21,02	-0,000466982628748	0,0523598775598	-0,0657787406531
21,04	-0,000466982628748	0,0523598775598	-0,0657787406531
21,06	-0,0139441147716	0,0523598775598	-0,0657787406531
21,08	-0,000466982628748	0,0523598775598	-0,0657787406531
21,1	-0,000466982628748	0,0523598775598	-0,0657787406531
21,12	0,00627158344267	0,0349065850399	-0,0438524937687
21,14	-0,00720554870016	0,0349065850399	-0,0438524937687
21,16	0,00627158344267	0,0174532925199	-0,0219262468844
21,18	-0,000466982628748	0,0174532925199	-0,0219262468844
21,2	-0,00720554870016	0,0174532925199	-0,0219262468844
21,22	0,00627158344267	0,0174532925199	-0,0219262468844
21,24	-0,00720554870016	0,0174532925199	-0,0219262468844
